strain	date	predicted_date	variant
sequence_nspc	2021.15068493151	2021.15616438356	Omicron
sequence_nspf	2021.91506849315	2021.92054794521	Alpha
sequence_nspj	2021.48767123288	2021.49315068493	Omicron
sequence_nsrg	2021.79178082192	2021.79726027397	Delta
sequence_nstx	2021.05753424658	2021.06301369863	Omicron
sequence_ntau	2021.76164383562	2021.76438356164	Alpha
sequence_ntdh	2021.92876712329	2021.93424657534	Delta
sequence_ntfv	2021.88767123288	2021.8904109589	Alpha
sequence_ntha	2021.67945205479	2021.68219178082	Delta
sequence_ntib	2021.55068493151	2021.55342465753	Omicron
sequence_ntkb	2021.64657534247	2021.65205479452	Omicron
sequence_ntkv	2021.95890410959	2021.96438356164	Omicron
sequence_ntky	2021.91780821918	2021.92054794521	Omicron
sequence_ntlm	2021.53150684932	2021.53424657534	Delta
sequence_ntlv	2021.87671232877	2021.87945205479	Alpha
sequence_ntlz	2021.31780821918	2021.32054794521	Delta
sequence_ntmd	2021.94246575342	2021.94520547945	Delta
sequence_ntoa	2021.88767123288	2021.8904109589	Delta
sequence_ntpg	2021.75890410959	2021.76438356164	Omicron
sequence_ntqj	2021.32602739726	2021.33150684932	Omicron
sequence_ntsd	2021.02739726027	2021.03287671233	Alpha
sequence_ntsf	2021.92876712329	2021.93150684932	Alpha
sequence_ntsk	2021.89589041096	2021.90136986301	Delta
sequence_ntso	2021.94520547945	2021.95068493151	Alpha
sequence_ntuz	2021.54520547945	2021.54794520548	Alpha
sequence_ntvk	2021.23835616438	2021.24383561644	Delta
sequence_ntxb	2021.89315068493	2021.89589041096	Omicron
sequence_ntxq	2021.84109589041	2021.84383561644	Omicron
sequence_ntza	2021.39726027397	2021.4	Omicron
sequence_ntzg	2021.55890410959	2021.56164383562	Delta
sequence_nuae	2021.6602739726	2021.66575342466	Delta
sequence_nubv	2021.64383561644	2021.64657534247	Delta
sequence_nuby	2021.34520547945	2021.35068493151	Delta
sequence_nuce	2021.85753424658	2021.86301369863	Alpha
sequence_nucy	2021.94794520548	2021.95342465753	Delta
sequence_nudj	2021.9397260274	2021.94520547945	Delta
sequence_nudl	2021.64657534247	2021.65205479452	Omicron
sequence_nudx	2021	2021.00273972603	Omicron
sequence_nueg	2021.92602739726	2021.92876712329	Delta
sequence_nuet	2021.33424657534	2021.3397260274	Alpha
sequence_nuko	2021.65753424658	2021.66301369863	Delta
sequence_nukx	2021.8602739726	2021.86575342466	Omicron
sequence_nupk	2021.91780821918	2021.92328767123	Alpha
sequence_nuro	2021.15342465753	2021.15890410959	Omicron
sequence_nuvg	2021.02191780822	2021.02739726027	Alpha
sequence_nuvo	2021.96438356164	2021.96712328767	Alpha
sequence_nuwo	2021.93424657534	2021.93698630137	Delta
sequence_nuzj	2021.32328767123	2021.32876712329	Alpha
sequence_nuzp	2021.95342465753	2021.95616438356	Omicron
sequence_nvcq	2021.63287671233	2021.63561643836	Alpha
sequence_nvef	2021.8904109589	2021.89315068493	Alpha
sequence_nves	2021.88219178082	2021.88767123288	Alpha
sequence_nvgc	2021.60547945205	2021.60821917808	Delta
sequence_nvhg	2021.89589041096	2021.90136986301	Delta
sequence_nvhr	2021.87945205479	2021.88219178082	Delta
sequence_nvil	2021.85753424658	2021.86301369863	Delta
sequence_nvjr	2021.96164383562	2021.96712328767	Alpha
sequence_nvkp	2021.15342465753	2021.15890410959	Delta
sequence_nvod	2021.08219178082	2021.08493150685	Omicron
sequence_nvop	2021.85479452055	2021.8602739726	Omicron
sequence_nvoz	2021.39452054795	2021.39726027397	Omicron
sequence_nvqt	2021.47123287671	2021.47671232877	Alpha
sequence_nvse	2021.88219178082	2021.88767123288	Omicron
sequence_nvtc	2021.49863013699	2021.50410958904	Alpha
sequence_nvtp	2021.95342465753	2021.95616438356	Alpha
sequence_nvua	2021.26849315068	2021.27123287671	Alpha
sequence_nvud	2021.48493150685	2021.48767123288	Delta
sequence_nvue	2021.00821917808	2021.01369863014	Delta
sequence_nvwu	2021.68493150685	2021.68767123288	Alpha
sequence_nvxo	2021.85479452055	2021.8602739726	Alpha
sequence_nvxp	2021.32328767123	2021.32876712329	Omicron
sequence_nvyd	2021.89315068493	2021.89863013699	Delta
sequence_nvyw	2021.9397260274	2021.94520547945	Omicron
sequence_nvzg	2021.14246575342	2021.14520547945	Omicron
sequence_nvzo	2021.95342465753	2021.95890410959	Delta
sequence_nwbe	2021.26301369863	2021.26575342466	Omicron
sequence_nwda	2021.93698630137	2021.94246575342	Alpha
sequence_nwdf	2021.9397260274	2021.94246575342	Delta
sequence_nwev	2021.84657534247	2021.85205479452	Alpha
sequence_nwic	2021.81095890411	2021.81369863014	Delta
sequence_nwig	2021.81369863014	2021.81917808219	Delta
sequence_nwjc	2021.26849315068	2021.27123287671	Delta
sequence_nwjf	2021.94520547945	2021.94794520548	Delta
sequence_nwke	2021.7095890411	2021.71232876712	Delta
sequence_nwle	2021.27397260274	2021.27945205479	Alpha
sequence_nwls	2021.93424657534	2021.93698630137	Alpha
sequence_nwoq	2021.7397260274	2021.74520547945	Delta
sequence_nwpq	2021.88219178082	2021.88493150685	Delta
sequence_nwrz	2021.31780821918	2021.32054794521	Alpha
sequence_nwxh	2021.86849315069	2021.87123287671	Delta
sequence_nwxq	2021.6301369863	2021.63287671233	Delta
sequence_nwxu	2021.84383561644	2021.84657534247	Delta
sequence_nwyd	2021.69589041096	2021.70136986301	Omicron
sequence_nwyo	2021.29315068493	2021.29589041096	Alpha
sequence_nwyt	2021.96712328767	2021.97260273973	Delta
sequence_nwzt	2021.43287671233	2021.43561643836	Alpha
sequence_nxau	2021.95890410959	2021.96164383562	Omicron
sequence_nxav	2021.91232876712	2021.91506849315	Omicron
sequence_nxaz	2021.35616438356	2021.35890410959	Delta
sequence_nxcw	2021.54520547945	2021.55068493151	Delta
sequence_nxdf	2021.35068493151	2021.35342465753	Delta
sequence_nxdg	2021.78904109589	2021.79178082192	Alpha
sequence_nxdm	2021.88219178082	2021.88493150685	Omicron
sequence_nxdr	2021.85479452055	2021.85753424658	Omicron
sequence_nxel	2021.55616438356	2021.55890410959	Delta
sequence_nxfy	2021.39178082192	2021.39452054795	Omicron
sequence_nxgs	2021.86575342466	2021.86849315069	Omicron
sequence_nxkb	2021.5095890411	2021.51232876712	Alpha
sequence_nxly	2021.85479452055	2021.85753424658	Omicron
sequence_nxmf	2021.31506849315	2021.32054794521	Delta
sequence_nxof	2021.29863013699	2021.30136986301	Omicron
sequence_nxsf	2021.06301369863	2021.06849315068	Delta
sequence_nxsj	2021.88767123288	2021.8904109589	Delta
sequence_nxsm	2021.62465753425	2021.6301369863	Omicron
sequence_nxsp	2021.24931506849	2021.25479452055	Omicron
sequence_nxtb	2021.89863013699	2021.90410958904	Delta
sequence_nxtg	2021.80821917808	2021.81095890411	Delta
sequence_nxvw	2021.55890410959	2021.56164383562	Omicron
sequence_nxym	2021.98630136986	2021.98904109589	Omicron
sequence_nxyz	2021.75616438356	2021.75890410959	Alpha
sequence_nyaj	2021.12876712329	2021.13150684931	Omicron
sequence_nyat	2021.11232876712	2021.11780821918	Alpha
sequence_nybo	2021.97534246575	2021.97808219178	Omicron
sequence_nyce	2021.92054794521	2021.92328767123	Omicron
sequence_nycf	2021.39726027397	2021.40273972603	Omicron
sequence_nyfl	2021.85479452055	2021.85753424658	Delta
sequence_nygh	2021.83561643836	2021.83835616438	Delta
sequence_nygj	2021.87123287671	2021.87397260274	Omicron
sequence_nygz	2021.98904109589	2021.99452054795	Alpha
sequence_nyhg	2021.95068493151	2021.95342465753	Alpha
sequence_nyiz	2021.87397260274	2021.87945205479	Alpha
sequence_nyma	2021.67945205479	2021.68493150685	Alpha
sequence_nymi	2021.48767123288	2021.4904109589	Alpha
sequence_nymo	2021.13424657534	2021.1397260274	Delta
sequence_nymr	2021.83287671233	2021.83835616438	Alpha
sequence_nyoa	2021.78630136986	2021.79178082192	Omicron
sequence_nypc	2021.86849315069	2021.87397260274	Delta
sequence_nypl	2021.88767123288	2021.89315068493	Alpha
sequence_nyqu	2021.39178082192	2021.39726027397	Alpha
sequence_nyrz	2021.52876712329	2021.53424657534	Alpha
sequence_nysm	2021.98356164384	2021.98904109589	Alpha
sequence_nyvg	2021.97808219178	2021.98356164384	Alpha
sequence_nyvp	2021.90136986301	2021.90410958904	Alpha
sequence_nywu	2021.52328767123	2021.52876712329	Alpha
sequence_nyzf	2021.3397260274	2021.34246575342	Alpha
sequence_nyzs	2021.4	2021.40547945205	Alpha
sequence_nzac	2021.65753424658	2021.6602739726	Alpha
sequence_nzam	2021.97534246575	2021.98082191781	Delta
sequence_nzau	2021.09315068493	2021.09863013699	Omicron
sequence_nzax	2021.07123287671	2021.07671232877	Alpha
sequence_nzbj	2021.93150684932	2021.93424657534	Alpha
sequence_nzdm	2021.01095890411	2021.01643835616	Alpha
sequence_nzhb	2021.97260273973	2021.97808219178	Alpha
sequence_nzhc	2021.52054794521	2021.52328767123	Delta
sequence_nzie	2021.64109589041	2021.64657534247	Delta
sequence_nzob	2021.23287671233	2021.23835616438	Delta
sequence_nzol	2021.85753424658	2021.8602739726	Delta
sequence_nzpe	2021.30684931507	2021.3095890411	Alpha
sequence_nzph	2021.51506849315	2021.52054794521	Omicron
sequence_nzqi	2021.39452054795	2021.4	Delta
sequence_nzrd	2021.95342465753	2021.95616438356	Omicron
sequence_nzte	2021.59178082192	2021.59452054795	Delta
sequence_nztv	2021.83835616438	2021.84109589041	Alpha
sequence_nzuw	2021.84657534247	2021.85205479452	Omicron
sequence_nzvb	2021.2904109589	2021.29589041096	Omicron
sequence_nzym	2021.37534246575	2021.38082191781	Alpha
sequence_oabu	2021.9397260274	2021.94520547945	Omicron
sequence_oacf	2021.82191780822	2021.82465753425	Alpha
sequence_oact	2021.35616438356	2021.35890410959	Omicron
sequence_oaey	2021.80273972603	2021.80547945205	Alpha
sequence_oafx	2021.89315068493	2021.89589041096	Delta
sequence_oaht	2021.02739726027	2021.0301369863	Alpha
sequence_oajx	2021.35890410959	2021.36164383562	Alpha
sequence_oakc	2021.87671232877	2021.88219178082	Omicron
sequence_oakd	2021.4301369863	2021.43561643836	Omicron
sequence_oakx	2021.38356164384	2021.38630136986	Delta
sequence_oamp	2021.1095890411	2021.11506849315	Omicron
sequence_oanf	2021.56164383562	2021.56712328767	Delta
sequence_oanh	2021.38082191781	2021.38630136986	Delta
sequence_oanl	2021.92054794521	2021.92602739726	Alpha
sequence_oanq	2021.00273972603	2021.00547945205	Omicron
sequence_oanw	2021.69589041096	2021.70136986301	Alpha
sequence_oapb	2021.81917808219	2021.82191780822	Omicron
sequence_oapz	2021.29315068493	2021.29863013699	Delta
sequence_oaqk	2021.03835616438	2021.04383561644	Alpha
sequence_oaqt	2021.72328767123	2021.72602739726	Delta
sequence_oaub	2021.92328767123	2021.92602739726	Omicron
sequence_oaud	2021.43287671233	2021.43835616438	Alpha
sequence_oauv	2021.91780821918	2021.92328767123	Omicron
sequence_oavc	2021.07397260274	2021.07671232877	Omicron
sequence_oavk	2021.5397260274	2021.54520547945	Omicron
sequence_oavn	2021.9095890411	2021.91232876712	Delta
sequence_oavp	2021.81369863014	2021.81643835616	Delta
sequence_oayg	2021.42739726027	2021.43287671233	Omicron
sequence_oazl	2021.81643835616	2021.81917808219	Delta
sequence_oazu	2021.90684931507	2021.91232876712	Omicron
sequence_obdh	2021.38082191781	2021.38356164384	Alpha
sequence_obeh	2021.91506849315	2021.92054794521	Delta
sequence_obfk	2021.1698630137	2021.17534246575	Alpha
sequence_obgc	2021.30136986301	2021.30684931507	Omicron
sequence_obhn	2021.65205479452	2021.65753424658	Omicron
sequence_obhv	2021.86301369863	2021.86849315069	Omicron
sequence_obiq	2021.61643835616	2021.61917808219	Delta
sequence_obis	2021.40273972603	2021.40821917808	Alpha
sequence_obit	2021.2602739726	2021.26575342466	Omicron
sequence_obiv	2021.77534246575	2021.78082191781	Omicron
sequence_obiw	2021.35342465753	2021.35616438356	Delta
sequence_obln	2021.92328767123	2021.92876712329	Alpha
sequence_oblr	2021.57534246575	2021.58082191781	Alpha
sequence_oblv	2021.07397260274	2021.07671232877	Omicron
sequence_oblz	2021.21917808219	2021.22191780822	Delta
sequence_obmc	2021.85205479452	2021.85479452055	Delta
sequence_obmr	2021.94520547945	2021.95068493151	Omicron
sequence_obnm	2021.85205479452	2021.85479452055	Alpha
sequence_obpn	2021.78630136986	2021.78904109589	Alpha
sequence_obqv	2021.8	2021.80273972603	Alpha
sequence_obrn	2021.9095890411	2021.91232876712	Omicron
sequence_obsg	2021.4301369863	2021.43561643836	Alpha
sequence_obtk	2021.7698630137	2021.77534246575	Alpha
sequence_obts	2021.00273972603	2021.00547945205	Delta
sequence_obuh	2021.57808219178	2021.58082191781	Omicron
sequence_obuj	2021.9397260274	2021.94520547945	Delta
sequence_obul	2021.09589041096	2021.10136986301	Delta
sequence_obus	2021.38082191781	2021.38356164384	Delta
sequence_obuv	2021.41095890411	2021.41643835616	Alpha
sequence_obvj	2021.52876712329	2021.53424657534	Delta
sequence_obxm	2021.6602739726	2021.66301369863	Omicron
sequence_obyd	2021.27397260274	2021.27945205479	Delta
sequence_obza	2021.84931506849	2021.85479452055	Omicron
sequence_obzg	2021.77534246575	2021.78082191781	Omicron
sequence_ocag	2021.85753424658	2021.8602739726	Omicron
sequence_ocai	2021.88493150685	2021.8904109589	Omicron
sequence_ocal	2021.07397260274	2021.07945205479	Alpha
sequence_ocfv	2021.5095890411	2021.51506849315	Omicron
sequence_ocgp	2021.36438356164	2021.36712328767	Alpha
sequence_ocjh	2021.83835616438	2021.84109589041	Delta
sequence_ocjt	2021.84931506849	2021.85479452055	Alpha
sequence_ockb	2021.41643835616	2021.41917808219	Alpha
sequence_ockz	2021.90684931507	2021.9095890411	Delta
sequence_ocmi	2021.97260273973	2021.97808219178	Delta
sequence_ocqt	2021.92602739726	2021.92876712329	Alpha
sequence_ocrs	2021.53150684932	2021.53698630137	Delta
sequence_ocrt	2021.24657534247	2021.25205479452	Omicron
sequence_ocsg	2021.60821917808	2021.61095890411	Alpha
sequence_ocsm	2021.88493150685	2021.8904109589	Delta
sequence_ocsy	2021.12054794521	2021.12602739726	Delta
sequence_octd	2021.59178082192	2021.59726027397	Delta
sequence_octu	2021.01643835616	2021.01917808219	Omicron
sequence_octz	2021.75890410959	2021.76438356164	Omicron
sequence_ocum	2021.51506849315	2021.51780821918	Alpha
sequence_ocvj	2021.18630136986	2021.18904109589	Alpha
sequence_oczl	2021.93424657534	2021.93698630137	Alpha
sequence_oczw	2021.60273972603	2021.60547945205	Alpha
sequence_odbc	2021.89315068493	2021.89589041096	Alpha
sequence_odcu	2021.89863013699	2021.90410958904	Omicron
sequence_odcy	2021.8	2021.80273972603	Delta
sequence_odgt	2021.54246575342	2021.54520547945	Delta
sequence_odgz	2021.07123287671	2021.07397260274	Omicron
sequence_odha	2021.33424657534	2021.3397260274	Alpha
sequence_odhl	2021.1698630137	2021.17260273973	Alpha
sequence_odil	2021.18904109589	2021.19452054795	Omicron
sequence_odjc	2021.04383561644	2021.04657534247	Delta
sequence_odje	2021.04931506849	2021.05479452055	Alpha
sequence_odjg	2021.04109589041	2021.04657534247	Omicron
sequence_odkl	2021.87671232877	2021.87945205479	Omicron
sequence_odlj	2021.07945205479	2021.08219178082	Delta
sequence_odlk	2021.35342465753	2021.35890410959	Delta
sequence_odmr	2021.75068493151	2021.75342465753	Omicron
sequence_odpb	2021.88219178082	2021.88767123288	Omicron
sequence_odpz	2021.29589041096	2021.30136986301	Omicron
sequence_odrw	2021.9397260274	2021.94246575342	Alpha
sequence_odte	2021.88767123288	2021.8904109589	Delta
sequence_odul	2021.68493150685	2021.6904109589	Delta
sequence_odun	2021.48219178082	2021.48493150685	Alpha
sequence_odwc	2021.74520547945	2021.75068493151	Delta
sequence_odws	2021.88493150685	2021.88767123288	Delta
sequence_odwx	2021.87397260274	2021.87945205479	Omicron
sequence_odxj	2021.91232876712	2021.91506849315	Alpha
sequence_odxl	2021.22465753425	2021.22739726027	Delta
sequence_odxt	2021.61095890411	2021.61643835616	Alpha
sequence_oeaf	2021.19726027397	2021.20273972603	Omicron
sequence_oeat	2021.97260273973	2021.97808219178	Alpha
sequence_oeax	2021.31506849315	2021.31780821918	Delta
sequence_oebq	2021.87945205479	2021.88493150685	Delta
sequence_oebu	2021.63835616438	2021.64383561644	Delta
sequence_oefk	2021.52602739726	2021.52876712329	Alpha
sequence_oefu	2021.88493150685	2021.8904109589	Alpha
sequence_oegf	2021.10684931507	2021.1095890411	Alpha
sequence_oehd	2021.06575342466	2021.07123287671	Delta
sequence_oehi	2021.15890410959	2021.16438356164	Delta
sequence_oeia	2021.98356164384	2021.98904109589	Alpha
sequence_oeig	2021.01917808219	2021.02191780822	Omicron
sequence_oeir	2021.40547945205	2021.41095890411	Omicron
sequence_oekb	2021.45479452055	2021.4602739726	Omicron
sequence_oekt	2021.5397260274	2021.54520547945	Delta
sequence_oenu	2021.52602739726	2021.52876712329	Delta
sequence_oepn	2021.44931506849	2021.45479452055	Alpha
sequence_oeqa	2021.56712328767	2021.57260273973	Omicron
sequence_oeqb	2021.57534246575	2021.58082191781	Alpha
sequence_oetu	2021.01369863014	2021.01917808219	Delta
sequence_oeuf	2021.64383561644	2021.64657534247	Omicron
sequence_oeup	2021.67123287671	2021.67671232877	Delta
sequence_oewr	2021.37260273973	2021.37534246575	Delta
sequence_oexa	2021.9397260274	2021.94520547945	Delta
sequence_oezu	2021.98630136986	2021.98904109589	Alpha
sequence_ofbd	2021.97534246575	2021.97808219178	Alpha
sequence_ofhd	2021.6	2021.60273972603	Omicron
sequence_ofhs	2021.39726027397	2021.4	Omicron
sequence_ofhv	2021.1095890411	2021.11506849315	Alpha
sequence_ofim	2021.93424657534	2021.93698630137	Delta
sequence_ofjm	2021.34246575342	2021.34520547945	Omicron
sequence_ofkn	2021.91232876712	2021.91780821918	Alpha
sequence_ofkq	2021.98630136986	2021.98904109589	Omicron
sequence_ofmj	2021.24383561644	2021.24657534247	Delta
sequence_ofmt	2021.93698630137	2021.94246575342	Delta
sequence_ofnw	2021.4301369863	2021.43561643836	Alpha
sequence_ofqi	2021.32876712329	2021.33150684932	Delta
sequence_ofqm	2021.09863013699	2021.10410958904	Omicron
sequence_ofsj	2021.98904109589	2021.99452054795	Omicron
sequence_oftc	2021.45205479452	2021.45479452055	Alpha
sequence_ofte	2021.95890410959	2021.96164383562	Omicron
sequence_oftk	2021.14246575342	2021.14520547945	Omicron
sequence_ofwa	2021.88219178082	2021.88493150685	Omicron
sequence_ofwb	2021.90410958904	2021.9095890411	Delta
sequence_ofxn	2021.91506849315	2021.91780821918	Omicron
sequence_ofyw	2021.95342465753	2021.95890410959	Omicron
sequence_ogfm	2021.62739726027	2021.6301369863	Omicron
sequence_ogfw	2021.78904109589	2021.79178082192	Omicron
sequence_oghk	2021.25753424658	2021.26301369863	Delta
sequence_ogkm	2021.87945205479	2021.88219178082	Alpha
sequence_ognm	2021.64931506849	2021.65479452055	Alpha
sequence_ogql	2021.91780821918	2021.92054794521	Omicron
sequence_ogqm	2021.97808219178	2021.98082191781	Alpha
sequence_ogrc	2021.27945205479	2021.28493150685	Omicron
sequence_ogsc	2021.86575342466	2021.87123287671	Alpha
sequence_ogsy	2021.44931506849	2021.45205479452	Delta
sequence_ogte	2021.36438356164	2021.36712328767	Alpha
sequence_ogts	2021.87671232877	2021.88219178082	Alpha
sequence_ogue	2021.55890410959	2021.56438356164	Omicron
sequence_ogwi	2021.8904109589	2021.89589041096	Delta
sequence_ogxi	2021.39726027397	2021.4	Alpha
sequence_ogxs	2021.92602739726	2021.93150684932	Alpha
sequence_ogyc	2021.94246575342	2021.94520547945	Omicron
sequence_ogyl	2021.33424657534	2021.3397260274	Alpha
sequence_ogzw	2021.9095890411	2021.91232876712	Delta
sequence_ohaz	2021.36164383562	2021.36712328767	Omicron
sequence_ohbs	2021.93424657534	2021.93698630137	Delta
sequence_ohby	2021.80821917808	2021.81369863014	Delta
